Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
InvokeEndpoint,SageMaker,29355,1146,6000.0,6469.403393939293,370.8992920583114,90908.63887500018,0.0,19.5819511274753,0.7644665641998533,6000,6500,6900,8200,9700,11000,11000,11000,62000,80000,91000
,Aggregated,29355,1146,6000.0,6469.403393939293,370.8992920583114,90908.63887500018,0.0,19.5819511274753,0.7644665641998533,6000,6500,6900,8200,9700,11000,11000,11000,62000,80000,91000
